id_fakta,id_waktu,id_kecamatan,id_tanah,id_komoditas,id_pupuk,Temperature,Humidity,Moisture,Nitrogen,Potassium,Phosphorus
2271,370,1,4,5,2,36.44,61.1,60.46,12,4,38
2272,149,4,1,4,3,31.24,49.93,37.99,46,3,4
2273,652,3,5,6,4,37.02,71.06,58.82,7,9,28
2274,770,1,3,3,2,37.22,61.58,47.35,43,2,0
2275,374,1,5,3,7,32.45,68.21,21.16,7,21,18
2276,781,4,4,4,3,38.94,73.94,64.07,12,0,12
2277,160,4,3,9,5,32.45,52.61,41.79,13,9,22
2278,351,1,3,10,5,27.9,61.55,43.02,40,0,0
2279,892,4,4,1,4,32.41,66.99,33.52,26,0,17
2280,1249,1,2,11,1,37.99,74.34,48.62,13,9,12
2281,523,3,2,2,3,25.88,57.09,44.64,10,14,17
2282,522,3,5,6,1,30.87,56.76,45.95,42,2,0
2283,783,1,2,1,4,28.55,43.74,27.1,36,4,0
2284,273,1,2,8,7,31.83,58.92,38.28,6,17,11
2285,936,2,1,10,1,25.38,60.27,32.65,21,1,21
2286,183,2,2,7,7,33.48,78.42,32.25,13,0,39
2287,488,4,3,6,3,30.79,61.19,66.13,8,2,10
2288,846,4,4,7,4,38.37,71.47,41.35,42,0,0
2289,124,1,1,9,3,38.52,65.09,55.29,37,0,1
2290,985,1,4,4,1,32.42,57.29,59.35,36,0,0
2291,790,2,1,4,3,33.54,62.45,27.73,10,0,38
2292,414,2,1,9,6,22.94,55.21,33.2,21,0,26
2293,1195,1,4,3,4,34.64,54.07,30.24,36,0,4
2294,686,3,1,6,2,27.18,54.31,58.77,10,1,12
2295,113,3,1,5,5,36.75,74.17,53.07,42,4,0
2296,888,4,5,8,1,25.18,55.87,41.76,16,0,39
2297,122,1,2,5,3,35.59,76.91,52.53,15,3,41
2298,1245,1,4,8,1,28.46,53.05,34.92,26,3,27
2299,39,4,4,8,6,23.72,61.19,42.73,38,0,4
2300,497,2,1,2,4,38.08,63.07,27.4,10,0,40
2301,780,2,3,3,6,32.68,69.24,30.61,25,0,23
2302,1256,3,4,5,2,27.23,45.13,46.5,9,22,11
2303,943,1,2,10,3,25.56,62.96,24.11,41,0,0
2304,149,2,2,11,6,23.23,56.75,26.54,14,0,3
2305,1022,3,5,9,2,32.08,56.04,57.99,4,10,32
2306,661,3,1,10,1,33.03,57.81,20.71,8,5,26
2307,302,3,5,6,3,28.27,61.15,25.82,6,6,34
2308,238,2,1,2,5,25.2,60.8,40.83,17,2,39
2309,647,2,3,7,5,32.37,57.03,65.34,34,1,2
2310,663,1,3,9,1,32.77,65.31,56.5,21,0,23
2311,236,1,3,8,1,27.51,61.14,61.53,8,0,39
2312,203,3,1,1,7,36.35,64.04,65.28,5,9,27
2313,256,3,4,3,6,20.36,57.7,38.39,25,0,18
2314,598,2,2,5,1,33.04,52.2,21.85,7,15,18
2315,662,2,4,1,6,35.94,62.93,28.98,3,6,26
2316,235,1,1,10,5,25.69,61.45,23.95,37,0,0
2317,534,1,3,3,4,27.55,59.01,28.77,36,2,4
2318,860,4,3,3,4,38.84,74.14,70.0,12,2,38
2319,770,1,2,9,1,32.3,62.68,41.53,11,2,10
2320,541,2,3,1,6,34.98,76.76,43.81,35,3,0
2321,213,3,4,8,1,25.16,56.14,61.08,12,1,35
2322,463,4,3,1,3,38.09,65.45,47.28,7,14,14
2323,436,1,3,8,7,37.0,70.38,34.26,18,0,15
2324,283,1,4,2,2,32.35,63.44,24.13,41,4,0
2325,88,2,4,8,5,32.28,67.55,49.48,24,0,22
2326,1068,4,5,3,4,34.57,53.65,30.56,25,0,24
2327,461,1,3,2,2,32.83,60.9,30.93,8,9,25
2328,278,3,3,10,6,31.17,67.47,56.61,12,0,7
2329,421,2,2,11,7,35.93,63.52,47.76,20,0,16
2330,696,4,2,6,7,35.88,65.43,51.08,11,15,10
2331,515,1,4,3,3,23.9,50.65,40.95,40,0,4
2332,703,1,5,5,4,32.3,58.56,36.13,25,2,20
2333,19,4,1,8,2,29.21,68.29,33.86,6,16,17
2334,23,2,1,6,5,34.78,74.96,23.1,8,0,32
2335,413,4,5,6,7,33.65,59.37,58.73,39,0,0
2336,1054,4,5,2,7,28.58,62.64,30.24,13,1,14
2337,108,2,4,4,2,30.6,46.79,28.45,8,0,6
2338,1151,1,2,8,3,31.13,61.96,56.93,12,3,31
2339,1252,3,3,8,1,35.66,64.66,38.16,12,4,16
2340,1134,2,1,1,3,38.02,73.39,34.53,40,0,0
2341,136,3,4,10,7,26.7,42.56,25.82,9,11,17
2342,362,1,2,3,1,30.06,56.63,49.63,9,0,12
2343,1209,4,2,2,2,32.38,67.07,45.41,44,0,0
2344,129,3,3,5,5,30.11,55.41,33.96,24,0,19
2345,515,1,1,7,4,40.0,66.23,24.12,8,0,14
2346,449,1,4,2,2,28.18,56.88,55.26,23,4,18
2347,1127,4,1,2,7,28.93,52.02,34.13,10,0,32
2348,1247,4,1,3,6,32.94,60.02,33.0,7,10,25
2349,874,1,1,5,3,30.05,71.84,55.66,1,10,28
2350,473,1,2,10,6,30.5,66.54,39.44,10,0,12
2351,1034,3,4,3,4,36.14,63.53,29.95,16,0,37
2352,302,1,2,9,7,29.07,58.16,32.93,15,0,42
2353,231,1,4,9,1,34.84,63.19,45.19,38,1,2
2354,923,3,3,5,7,34.61,67.29,36.72,37,4,0
2355,1089,2,5,4,2,26.2,53.65,56.71,36,3,0
2356,937,3,1,11,2,33.91,63.82,41.45,12,0,10
2357,112,3,2,11,1,34.79,61.91,46.9,38,2,0
2358,1037,4,2,5,3,26.74,57.16,20.0,37,0,4
2359,500,3,1,5,7,32.91,56.48,45.87,4,0,18
2360,932,1,4,2,5,24.06,65.78,58.11,14,3,6
2361,598,1,3,7,3,33.94,69.64,41.55,10,3,29
2362,234,1,1,8,7,27.16,54.78,41.9,17,2,32
2363,602,2,1,9,1,35.04,69.13,59.45,14,14,13
2364,314,1,1,8,7,26.78,53.14,37.57,24,0,21
2365,566,2,1,8,7,26.4,65.11,55.15,3,9,37
2366,1036,1,5,2,4,30.74,54.35,61.21,16,0,8
2367,209,3,1,9,3,36.75,59.8,37.97,21,0,23
2368,1038,4,3,8,1,25.11,48.12,62.98,15,4,30
2369,1044,1,5,8,6,38.91,64.93,39.42,38,2,1
2370,587,2,1,8,4,26.05,58.12,35.26,28,4,20
2371,1015,2,2,4,1,34.2,64.85,39.67,13,0,36
2372,1093,4,3,6,3,28.76,50.58,38.28,35,3,1
2373,1234,1,4,1,5,34.06,71.7,43.15,12,12,28
2374,1124,3,5,3,6,26.51,56.57,20.0,11,13,27
2375,698,1,1,4,5,21.36,56.53,34.78,3,15,24
2376,132,1,5,7,7,28.11,45.27,48.25,7,8,24
2377,1155,4,1,8,2,22.72,44.19,24.65,38,0,3
2378,1044,1,4,5,6,22.54,52.75,31.79,21,3,18
2379,536,3,3,2,7,24.5,42.83,57.23,24,0,22
2380,1014,2,2,3,3,34.26,72.48,43.81,14,19,23
2381,227,4,1,3,6,36.19,77.04,57.3,13,1,39
2382,1177,3,3,4,6,21.14,58.75,31.2,14,0,13
2383,822,2,3,5,3,24.28,50.9,34.64,14,0,36
2384,871,4,5,5,3,25.06,56.22,22.4,18,0,43
2385,405,4,2,1,7,30.21,50.79,37.79,5,1,16
2386,202,2,3,10,4,30.32,58.2,37.68,37,0,1
2387,38,2,1,3,3,35.17,60.97,34.42,8,0,33
2388,942,3,5,1,5,29.63,58.39,64.42,8,1,11
2389,188,1,5,5,2,31.41,50.97,45.98,38,0,0
2390,1081,1,3,10,1,34.17,71.47,70.0,15,0,37
2391,941,1,5,10,1,38.62,65.2,36.37,37,1,3
2392,1044,1,4,9,7,32.84,66.47,69.01,12,5,35
2393,273,1,2,4,2,30.87,74.24,62.38,7,16,9
2394,1142,3,4,9,2,26.02,52.58,39.77,41,0,3
2395,583,4,1,11,5,31.0,64.07,51.2,13,3,11
2396,516,3,4,8,3,30.47,58.88,38.22,20,2,18
2397,1244,3,1,5,7,30.33,54.91,37.16,36,0,0
2398,526,3,3,11,7,24.62,63.54,33.9,43,0,0
2399,336,4,4,2,5,34.5,61.62,61.48,6,11,29
2400,698,3,4,9,6,34.45,61.44,70.0,13,12,24
2401,1079,3,1,1,4,28.91,60.07,39.93,34,0,3
2402,500,4,5,6,1,31.57,53.14,20.33,41,4,2
2403,900,3,4,5,5,26.19,63.76,35.68,32,0,0
2404,766,1,1,5,2,25.14,48.37,28.64,8,6,14
2405,536,2,1,4,7,38.41,74.99,25.39,9,0,36
2406,162,3,4,5,2,29.57,70.26,37.15,12,0,37
2407,594,2,4,6,6,33.72,54.21,47.29,24,0,18
2408,159,3,1,8,3,33.3,57.9,57.26,13,1,39
2409,1211,3,2,11,4,29.6,58.3,44.4,36,3,0
2410,60,1,4,9,2,27.83,60.88,29.59,40,2,3
2411,915,4,4,5,3,24.31,49.48,27.55,17,0,39
2412,211,2,4,2,3,31.77,46.28,45.72,35,1,0
2413,406,4,2,1,5,28.65,59.24,40.45,10,13,22
2414,664,1,4,2,3,30.23,72.24,57.55,9,13,29
2415,1132,1,1,7,2,23.86,56.94,45.96,17,4,10
2416,1099,2,5,2,2,24.03,59.41,55.3,0,15,10
2417,542,4,4,3,6,32.86,54.42,41.19,22,4,22
2418,998,1,5,1,2,31.58,60.79,41.51,1,13,13
2419,1140,3,1,10,2,29.38,67.36,40.79,5,11,17
2420,927,3,1,4,7,34.45,66.86,35.97,45,0,0
2421,868,3,2,10,7,29.34,42.41,44.03,22,0,18
2422,19,4,3,8,2,40.0,62.24,42.28,14,1,18
2423,432,3,3,3,7,31.51,63.07,38.77,23,1,13
2424,740,3,3,9,4,27.67,45.92,36.55,32,1,0
2425,183,1,5,3,3,28.12,45.77,43.16,44,1,0
2426,113,1,1,4,1,30.04,45.43,37.77,19,4,21
2427,1206,3,2,11,6,28.79,73.96,35.13,16,3,42
2428,481,3,3,4,1,31.74,63.18,24.75,11,13,16
2429,1169,1,1,11,3,36.76,59.74,39.36,22,1,20
2430,831,2,1,8,2,26.29,47.4,68.32,6,0,7
2431,1136,4,1,9,2,25.37,50.94,25.52,3,14,20
2432,763,4,4,1,5,25.49,59.63,68.9,8,0,42
2433,476,1,4,8,1,28.88,55.01,36.26,39,0,0
2434,763,4,1,6,3,34.53,58.86,52.25,18,3,41
2435,971,1,2,9,7,29.73,44.95,36.64,10,0,38
2436,1020,1,4,3,4,30.05,59.14,39.13,17,0,43
2437,1141,1,2,6,3,30.67,61.01,35.65,41,2,0
2438,161,1,2,9,1,24.3,53.62,60.71,9,2,35
2439,401,2,3,11,1,37.7,56.61,57.93,27,0,15
2440,198,3,2,3,7,27.09,48.1,39.39,9,11,21
2441,660,3,1,9,5,28.02,43.47,37.43,33,0,2
2442,1071,2,5,5,5,34.62,64.2,39.87,21,1,19
2443,399,4,3,5,4,33.0,72.49,26.85,11,3,36
2444,78,4,5,11,1,37.48,74.71,50.16,33,0,2
2445,124,3,2,7,6,40.0,80.0,55.43,42,4,0
2446,75,4,3,9,7,33.47,62.71,36.43,17,0,39
2447,137,3,1,8,3,24.91,47.48,32.77,17,0,21
2448,602,3,5,4,5,30.89,57.6,53.41,41,1,0
2449,837,2,4,10,4,25.22,53.11,39.07,24,0,14
2450,500,4,4,9,3,30.68,66.46,37.19,17,0,38
2451,138,2,5,5,4,27.33,64.51,61.53,12,11,32
2452,50,3,1,3,4,29.96,54.53,67.99,13,4,6
2453,973,3,2,9,2,32.99,50.56,44.4,4,15,14
2454,254,3,5,6,2,36.5,76.58,69.11,15,0,41
2455,710,1,1,7,5,24.59,51.79,70.0,9,3,8
2456,563,1,3,11,3,28.14,64.83,42.85,14,0,7
2457,757,1,1,5,7,31.92,57.22,51.32,18,4,17
2458,547,2,1,6,5,36.21,57.4,64.18,34,0,1
2459,922,3,1,7,5,29.54,58.68,37.33,27,0,20
2460,581,4,4,9,3,37.62,54.26,47.98,8,0,8
2461,49,2,2,2,7,23.0,53.85,26.32,11,1,12
2462,917,2,3,7,4,33.55,58.99,28.88,33,3,0
2463,1097,2,1,1,2,25.2,54.36,56.57,5,16,13
2464,704,4,5,5,1,28.1,57.31,69.25,40,0,0
2465,261,3,1,6,4,26.32,61.03,28.0,7,9,32
2466,356,1,4,1,3,36.26,72.92,70.0,11,4,28
2467,638,3,3,2,5,36.08,67.07,39.77,4,7,26
2468,743,3,4,3,5,26.61,51.72,36.01,45,0,0
2469,1010,2,4,7,6,22.55,57.45,46.58,24,1,24
2470,931,2,3,11,4,35.44,68.66,47.39,13,20,20
2471,641,2,1,9,4,31.47,64.11,65.21,13,3,28
2472,792,1,3,9,2,23.45,48.04,34.71,33,4,1
2473,612,1,5,2,2,32.95,47.81,36.46,11,5,26
2474,809,1,5,10,5,35.89,69.26,56.39,19,0,23
2475,1205,3,1,9,1,32.33,75.18,40.55,14,19,23
2476,686,2,4,10,7,38.98,58.36,50.55,16,0,42
2477,188,4,2,8,5,33.44,62.95,26.99,27,0,19
2478,985,3,5,4,1,25.0,43.01,70.0,38,0,3
2479,548,1,3,10,1,29.95,70.97,49.89,24,0,27
2480,725,4,1,2,1,28.47,63.69,51.32,8,0,8
2481,926,4,3,10,5,37.78,67.61,42.9,37,0,0
2482,876,2,1,3,6,20.85,59.67,27.39,15,9,6
2483,618,4,3,7,3,34.47,55.91,64.25,9,8,25
2484,414,1,4,7,5,22.37,49.0,70.0,40,1,0
2485,1243,2,5,6,5,22.29,47.57,66.46,11,0,12
2486,903,4,2,5,5,25.06,59.78,44.6,36,0,0
2487,163,2,1,8,3,30.44,62.39,67.03,22,2,19
2488,1243,4,4,2,6,24.39,43.91,36.11,18,0,21
2489,270,3,5,2,5,36.89,69.58,42.28,37,0,0
2490,632,3,2,11,1,30.22,50.85,59.57,5,5,34
2491,906,1,4,6,4,36.69,78.73,43.49,35,0,3
2492,1205,3,3,10,7,29.5,42.7,52.43,21,0,21
2493,205,3,2,11,2,36.74,61.86,29.3,38,2,0
2494,582,3,3,5,4,29.86,61.53,51.88,33,2,0
2495,841,4,3,11,4,26.18,44.54,66.14,8,0,17
2496,1251,4,5,10,2,24.23,54.33,34.93,5,10,28
2497,596,2,3,8,6,25.05,64.63,47.88,10,3,6
2498,250,4,4,6,1,29.0,57.95,20.71,12,16,11
2499,875,3,1,6,4,39.5,59.87,52.35,11,1,36
2500,196,4,3,4,2,27.46,66.87,26.04,6,11,34
2501,690,1,3,7,5,31.41,56.68,46.38,10,15,17
2502,1093,2,5,10,3,26.18,54.54,46.83,37,1,0
2503,639,2,3,6,6,31.52,51.09,41.27,38,0,4
2504,672,4,3,6,2,35.22,76.59,24.21,10,1,39
2505,1226,3,3,8,3,37.69,54.05,40.24,19,0,45
2506,1171,2,3,11,1,27.77,54.61,46.77,12,3,32
2507,944,1,5,9,6,32.86,65.21,45.16,26,0,21
2508,199,1,5,7,7,28.3,60.42,55.44,11,13,17
2509,492,2,2,10,2,34.98,64.48,51.57,12,0,37
2510,896,3,4,2,6,39.31,59.72,40.8,42,3,0
2511,142,3,1,11,6,27.41,48.69,52.62,11,3,33
2512,165,4,5,2,5,29.89,59.26,51.55,15,0,12
2513,314,4,2,8,4,34.05,71.7,24.22,26,0,18
2514,21,2,1,9,3,23.91,43.52,39.54,34,2,0
2515,1105,4,1,2,2,32.24,49.43,40.27,36,0,0
2516,1154,4,2,8,2,36.98,53.44,24.52,13,2,37
2517,984,4,1,6,6,30.83,50.49,61.71,18,4,36
2518,305,1,2,2,5,27.06,51.39,53.38,9,0,37
2519,371,4,3,11,4,38.7,65.81,23.13,6,0,34
2520,853,2,3,3,4,30.9,55.65,30.7,11,6,11
2521,384,3,3,4,7,27.98,46.24,47.68,21,0,24
2522,445,4,5,2,2,38.27,60.33,37.69,9,4,16
2523,425,3,4,10,4,28.07,52.91,43.54,8,13,16
2524,161,4,2,3,1,38.99,59.31,46.91,2,15,20
2525,1201,2,1,2,3,35.18,73.86,61.58,12,0,14
2526,629,1,5,10,7,29.63,51.13,59.87,4,12,36
2527,895,2,2,1,1,26.44,66.93,58.88,17,0,38
2528,490,1,4,8,2,32.97,76.36,35.98,10,0,18
2529,1017,4,5,11,7,32.59,52.77,67.32,14,0,38
2530,327,4,2,7,1,40.0,61.28,57.03,9,8,24
2531,598,1,3,1,3,35.08,60.37,45.69,22,1,26
2532,1015,2,4,2,4,33.46,60.65,34.68,17,0,7
2533,289,2,4,5,5,32.95,66.06,24.22,19,0,21
2534,593,1,1,2,1,27.46,63.08,52.97,11,0,12
2535,573,4,5,3,4,40.0,56.21,37.48,10,1,37
2536,28,1,5,11,1,30.85,53.02,26.39,12,2,27
2537,954,4,2,5,2,24.58,43.05,67.17,40,3,2
2538,43,1,4,7,2,32.99,64.5,30.16,10,0,32
2539,423,4,5,8,1,24.83,48.37,49.51,9,3,39
2540,177,1,4,7,7,30.82,56.4,56.14,5,13,15
2541,529,3,3,4,2,33.65,64.1,41.88,12,2,34
2542,966,4,3,3,7,27.99,52.83,35.74,11,12,21
2543,198,2,3,1,5,22.87,44.91,24.78,19,14,13
2544,610,1,4,9,6,29.95,68.13,38.6,21,0,15
2545,842,2,2,3,7,39.25,76.98,28.94,12,0,37
2546,853,1,3,10,3,29.82,66.85,23.96,9,20,12
2547,22,2,5,10,4,26.66,63.18,32.47,42,4,0
2548,1135,2,3,10,2,30.12,47.45,64.3,36,4,0
2549,1081,1,2,3,6,28.82,53.22,38.74,26,1,17
2550,1089,1,1,7,6,23.42,54.77,33.63,39,0,4
2551,842,2,1,3,3,28.45,62.42,52.98,17,0,37
2552,98,2,5,11,6,24.76,58.45,38.36,11,0,15
2553,1167,2,4,7,5,31.65,56.41,30.22,19,3,27
2554,435,4,4,11,7,23.2,46.23,65.9,39,4,4
2555,637,4,4,6,3,33.52,60.5,52.77,13,13,11
2556,1109,3,3,2,2,31.19,51.5,20.0,13,8,28
2557,588,4,1,11,5,27.52,51.39,46.96,40,2,4
2558,344,4,5,10,7,30.46,57.09,32.66,6,17,21
2559,571,1,5,8,1,34.36,64.55,38.08,25,1,19
2560,611,3,3,10,6,32.14,57.35,49.7,19,1,36
2561,243,3,1,8,7,36.81,60.97,46.15,10,21,23
2562,561,4,3,8,2,30.15,59.21,25.04,20,3,16
2563,960,1,4,9,3,29.77,63.09,47.01,21,1,17
2564,32,1,1,8,7,30.24,51.96,38.03,36,0,3
2565,391,3,1,8,1,24.97,47.28,41.8,3,17,19
2566,277,1,4,4,4,26.34,61.87,22.93,15,0,16
2567,532,2,1,5,5,37.17,73.45,62.33,9,1,41
2568,1177,4,3,7,2,29.78,65.45,39.96,9,3,39
2569,383,2,4,10,6,30.05,61.94,57.63,5,9,33
2570,1091,3,5,3,6,23.59,54.55,43.39,40,1,4
2571,884,3,1,11,1,22.2,55.19,60.43,8,0,5
2572,214,1,3,2,3,29.33,58.97,42.02,11,4,46
2573,376,1,4,11,4,28.33,61.2,58.57,11,4,18
2574,744,3,5,4,6,34.24,61.19,31.95,20,3,16
2575,213,3,2,6,5,29.04,73.52,60.4,4,3,15
2576,79,2,5,8,3,32.64,52.05,29.73,15,3,38
2577,628,2,5,7,2,38.51,72.73,54.65,39,0,3
2578,604,1,3,10,7,26.36,58.22,35.11,37,2,3
2579,782,2,2,4,7,26.86,60.39,30.72,34,0,0
2580,1001,1,1,10,6,28.96,54.55,40.7,12,0,18
2581,680,1,1,2,3,31.35,64.03,52.01,17,0,39
2582,58,4,5,9,4,20.03,52.64,70.0,13,0,13
2583,1050,1,3,1,7,37.86,61.26,47.91,15,14,14
2584,881,2,5,8,2,34.3,73.98,23.5,8,0,34
2585,447,3,5,3,1,28.75,65.85,40.56,20,0,13
2586,66,3,3,11,4,34.35,68.28,37.3,45,0,2
2587,1068,2,5,6,7,29.5,58.68,59.82,3,10,37
2588,1120,3,4,1,4,23.09,47.76,36.04,37,2,0
2589,1012,1,5,4,6,31.45,59.17,41.86,9,8,31
2590,227,3,5,11,6,29.76,68.21,44.33,8,12,10
2591,774,2,1,2,6,23.9,52.22,35.06,13,0,4
2592,679,3,3,11,5,31.65,58.98,60.38,19,0,23
2593,601,1,4,1,6,32.72,68.34,67.2,14,0,37
2594,379,1,4,10,3,39.16,69.41,37.45,17,0,40
2595,1201,2,3,9,4,30.58,57.79,62.55,12,4,38
2596,709,2,4,11,2,24.24,61.14,60.21,10,0,10
2597,307,2,2,7,5,36.13,58.84,40.14,19,0,20
2598,779,4,2,7,3,33.8,67.31,32.57,9,19,18
2599,504,4,1,10,7,22.83,48.52,61.42,13,0,12
2600,268,1,5,6,6,27.46,63.46,32.44,2,14,20
2601,8,4,4,5,3,23.99,49.61,27.08,11,2,8
2602,508,4,4,6,1,32.35,69.35,54.59,13,8,35
2603,476,3,3,5,7,32.05,53.97,35.02,41,0,0
2604,164,4,2,3,4,23.89,51.43,32.44,38,2,0
2605,485,3,1,8,5,25.23,47.76,41.74,23,1,23
2606,1095,2,3,10,3,25.04,45.85,51.39,27,0,17
2607,567,3,4,3,7,22.58,47.54,39.32,34,0,3
2608,905,3,5,4,7,30.78,72.03,70.0,26,2,24
2609,559,2,4,7,2,28.14,44.5,35.74,34,3,0
2610,238,2,2,3,5,36.75,61.32,50.32,23,0,18
2611,1127,1,4,9,1,34.03,59.52,31.77,41,0,0
2612,1233,1,2,10,2,29.35,59.63,48.74,12,8,29
2613,554,1,4,3,3,36.54,74.27,38.52,13,4,42
2614,828,1,2,5,2,29.01,55.34,29.06,16,0,15
2615,468,3,4,3,1,34.65,60.23,61.23,8,0,13
2616,386,3,1,3,2,34.12,72.45,52.22,6,10,29
2617,775,1,2,2,5,23.2,51.15,44.35,39,0,3
2618,848,4,4,4,3,30.61,56.22,43.7,11,8,14
2619,387,1,3,11,5,34.29,62.12,28.36,16,1,34
2620,877,4,2,4,2,27.72,52.05,49.01,44,0,2
2621,259,2,5,3,7,27.44,55.79,34.2,35,3,4
2622,283,3,5,10,3,30.48,54.04,50.81,7,7,37
2623,40,3,4,9,3,30.94,58.19,66.53,21,0,21
2624,486,4,5,1,7,36.87,73.12,54.53,13,0,35
2625,929,1,5,5,7,35.05,70.45,42.95,24,0,17
2626,220,3,4,5,6,35.26,55.7,38.7,19,4,26
2627,1152,4,4,11,4,30.84,54.44,38.5,16,3,27
2628,1015,2,5,7,7,25.41,56.57,63.78,10,8,11
2629,1024,2,5,1,1,31.29,48.4,35.57,13,8,32
2630,613,3,4,4,4,33.77,70.96,30.96,8,0,10
2631,928,1,2,9,6,22.79,44.82,36.75,20,0,22
2632,688,4,4,6,2,35.39,55.43,61.72,18,0,38
2633,613,3,2,1,2,32.69,67.2,30.23,9,0,38
2634,260,2,5,4,4,29.04,52.28,61.27,12,0,32
2635,990,1,1,11,3,30.97,52.6,49.95,18,0,25
2636,966,4,3,10,3,26.51,54.41,25.69,6,18,20
2637,366,3,4,5,6,24.14,65.95,36.58,5,5,28
2638,544,4,4,2,2,29.44,59.33,21.43,12,1,36
2639,649,1,4,11,3,28.89,50.23,31.86,13,0,11
2640,814,1,5,11,4,36.76,71.34,50.85,9,11,23
2641,1040,2,5,4,5,32.93,69.74,37.19,23,0,15
2642,1152,1,2,11,2,25.77,51.57,49.07,10,8,32
2643,575,3,5,3,6,38.24,69.68,42.29,11,4,26
2644,1132,4,2,1,4,31.38,57.81,50.23,8,18,10
2645,1013,1,3,11,3,25.77,49.55,51.79,26,0,16
2646,670,1,4,9,7,33.65,61.98,34.79,40,2,0
2647,269,3,3,1,7,34.32,60.9,35.02,19,0,16
2648,1185,4,2,2,4,33.91,65.24,30.22,37,0,0
2649,924,4,2,5,3,25.14,56.51,36.84,17,0,34
2650,1125,2,3,9,1,24.5,55.97,58.19,43,2,0
2651,247,2,4,7,7,31.41,52.35,70.0,9,0,34
2652,131,4,2,8,1,27.48,58.97,62.73,11,4,14
2653,353,3,4,10,7,25.28,57.75,55.42,6,0,40
2654,196,3,2,8,4,24.39,60.54,37.95,37,0,0
2655,930,2,4,11,3,34.62,67.2,34.63,4,12,28
2656,1022,1,5,3,6,30.58,58.47,28.12,39,0,0
2657,645,3,5,7,1,30.55,67.12,36.98,15,0,37
2658,227,1,1,9,7,30.53,61.98,28.75,13,4,38
2659,701,3,1,8,6,29.82,68.13,44.94,10,1,38
2660,265,4,4,1,4,22.28,49.48,37.92,16,2,15
2661,646,2,1,5,7,30.81,42.46,46.84,40,0,0
2662,211,1,1,6,4,29.86,56.95,35.3,21,0,22
2663,943,1,4,9,5,32.76,74.84,69.17,11,5,29
2664,457,4,4,4,7,35.3,68.25,43.64,21,0,18
2665,725,3,1,1,1,36.47,70.93,66.79,15,0,43
2666,1249,1,4,7,3,31.73,56.97,32.88,16,4,44
2667,982,3,5,1,2,25.9,51.18,36.61,5,10,28
2668,1154,4,5,1,6,30.5,57.68,54.46,15,4,38
2669,588,2,5,2,4,27.2,71.23,31.58,23,0,15
2670,476,1,3,11,6,26.68,69.77,60.71,14,11,18
2671,986,3,2,9,5,27.88,53.3,39.79,15,0,32
2672,156,1,4,9,5,36.39,77.53,52.2,40,2,0
2673,1241,3,2,1,1,33.67,66.03,37.65,2,17,16
2674,190,3,4,1,1,29.68,51.55,20.35,16,0,38
2675,981,3,3,11,7,31.25,69.46,61.24,4,9,34
2676,546,4,5,1,3,33.27,51.22,37.76,27,1,19
2677,41,2,4,6,7,30.83,56.78,54.65,27,0,16
2678,307,1,4,8,1,31.91,73.88,66.05,9,0,34
2679,943,2,3,7,5,24.02,45.82,22.13,8,0,14
2680,338,3,5,4,4,26.56,65.45,48.14,16,11,14
2681,1098,3,2,10,7,36.41,72.14,37.92,6,0,37
2682,953,2,1,10,6,30.28,45.85,29.12,3,12,17
2683,279,2,2,9,1,29.18,66.16,70.0,9,12,33
2684,1199,1,4,10,3,29.83,58.93,43.95,33,4,1
2685,896,3,1,4,7,37.57,64.34,38.29,27,0,16
2686,273,2,3,2,6,29.17,43.7,41.77,13,7,9
2687,837,4,4,4,1,30.95,54.47,55.47,12,6,32
2688,620,3,2,4,5,33.49,63.22,25.31,10,3,36
2689,862,3,4,8,2,23.56,47.6,35.22,4,12,20
2690,931,1,2,3,1,28.59,64.2,42.62,5,16,9
2691,289,4,3,7,7,27.62,44.14,40.81,16,2,37
2692,724,1,4,6,5,36.74,55.56,22.31,23,3,23
2693,893,4,2,3,5,35.0,76.24,53.72,41,1,0
2694,272,1,4,11,2,32.31,67.68,43.35,8,13,16
2695,1089,4,3,2,5,25.5,51.34,61.51,12,11,27
2696,483,4,3,6,1,34.09,65.92,61.83,6,5,27
2697,936,4,1,1,2,36.05,70.84,30.08,22,4,16
2698,248,2,3,2,6,32.85,53.6,43.22,16,0,40
2699,156,3,2,5,6,32.14,52.59,32.09,20,0,21
2700,1071,4,2,2,2,31.27,66.2,43.52,20,4,17
2701,454,2,2,5,3,34.61,67.18,64.16,9,6,29
2702,201,2,5,2,6,27.7,60.18,26.58,34,2,0
2703,124,1,4,1,2,27.65,50.22,42.85,15,3,38
2704,1,3,3,11,3,29.61,53.81,38.02,8,17,20
2705,968,3,1,3,4,29.03,45.0,32.9,46,0,0
2706,855,1,3,2,5,21.4,45.95,67.15,13,3,9
2707,640,3,2,8,1,20.36,57.92,61.02,37,0,0
2708,191,1,5,10,3,37.06,68.81,59.59,37,3,1
2709,516,2,2,4,5,27.24,70.93,28.75,42,0,0
2710,442,2,3,10,2,37.44,67.23,52.54,9,20,22
2711,143,4,4,8,6,21.47,45.29,43.45,10,21,14
2712,1214,1,3,3,2,31.92,63.7,57.16,7,12,31
2713,533,2,1,9,3,35.48,60.05,46.78,5,11,13
2714,227,2,4,7,1,25.04,63.36,32.13,42,1,0
2715,949,1,5,6,6,25.47,56.12,37.4,0,14,13
2716,460,2,4,3,6,32.89,70.11,70.0,17,3,42
